nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,2014-10-24T12:53:14Z,2866,light-task-scheduler,2021-09-06T07:00:53Z,Java,287,29,"[{""createdAt"":""2015-03-20T07:57:19Z""},{""createdAt"":""2015-05-21T09:04:18Z""},{""createdAt"":""2015-05-26T08:20:33Z""},{""createdAt"":""2015-06-03T05:40:11Z""},{""createdAt"":""2015-06-04T14:56:59Z""},{""createdAt"":""2015-06-05T02:12:50Z""},{""createdAt"":""2015-06-13T03:06:46Z""},{""createdAt"":""2015-06-16T05:48:46Z""},{""createdAt"":""2015-07-15T13:04:57Z""},{""createdAt"":""2015-08-14T02:03:10Z""},{""createdAt"":""2015-08-20T09:23:40Z""},{""createdAt"":""2015-09-01T11:41:53Z""},{""createdAt"":""2015-09-06T12:24:46Z""},{""createdAt"":""2015-09-07T13:29:48Z""},{""createdAt"":""2015-09-13T01:23:16Z""},{""createdAt"":""2015-09-24T12:34:16Z""},{""createdAt"":""2015-10-08T10:49:35Z""},{""createdAt"":""2015-10-10T06:52:23Z""},{""createdAt"":""2015-10-20T03:52:25Z""},{""createdAt"":""2015-11-10T14:35:58Z""},{""createdAt"":""2015-12-19T13:16:22Z""},{""createdAt"":""2016-02-23T15:06:21Z""},{""createdAt"":""2016-03-21T03:03:37Z""},{""createdAt"":""2016-04-07T14:48:35Z""},{""createdAt"":""2016-04-20T02:24:06Z""},{""createdAt"":""2016-04-24T11:28:46Z""},{""createdAt"":""2016-05-13T14:12:56Z""},{""createdAt"":""2016-07-29T00:54:45Z""},{""createdAt"":""2017-03-06T13:54:02Z""}]",99,25
NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,2016-04-20T07:17:09Z,2865,interviewGuide,2021-09-07T09:58:05Z,Java,3,0,[],10,3
guolindev/booksource,https://github.com/guolindev/booksource,2016-10-04T02:55:57Z,2865,booksource,2021-09-03T12:36:41Z,Java,0,0,[],10,30
gouthampradhan/leetcode,https://github.com/gouthampradhan/leetcode,2017-03-09T10:30:30Z,2863,leetcode,2021-09-03T18:41:56Z,Java,2,0,[],1,2
donglua/PhotoPicker,https://github.com/donglua/PhotoPicker,2015-06-25T16:53:50Z,2861,PhotoPicker,2021-09-03T02:19:33Z,Java,56,13,"[{""createdAt"":""2015-06-27T02:28:11Z""},{""createdAt"":""2015-07-03T13:46:20Z""},{""createdAt"":""2015-07-13T14:29:15Z""},{""createdAt"":""2015-07-29T09:00:35Z""},{""createdAt"":""2015-08-28T01:55:46Z""},{""createdAt"":""2015-10-16T11:05:00Z""},{""createdAt"":""2016-01-26T06:17:22Z""},{""createdAt"":""2016-05-25T14:34:18Z""},{""createdAt"":""2016-06-27T10:05:24Z""},{""createdAt"":""2016-07-16T03:21:35Z""},{""createdAt"":""2017-01-09T16:42:59Z""},{""createdAt"":""2017-09-09T01:33:03Z""},{""createdAt"":""2017-12-22T06:52:55Z""}]",114,106
nic-delhi/AarogyaSetu_Android,https://github.com/nic-delhi/AarogyaSetu_Android,2020-05-26T17:36:26Z,2856,AarogyaSetu_Android,2021-09-05T11:48:12Z,Java,0,0,[],298,88
watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,2014-07-26T17:34:32Z,2855,pixel-dungeon,2021-09-06T23:13:45Z,Java,3,0,[],39,27
iwgang/CountdownView,https://github.com/iwgang/CountdownView,2015-10-12T07:46:28Z,2854,CountdownView,2021-08-31T07:50:23Z,Java,4,3,"[{""createdAt"":""2015-11-06T11:21:23Z""},{""createdAt"":""2016-06-19T17:17:07Z""},{""createdAt"":""2016-06-30T10:32:50Z""}]",21,115
vaticle/typedb,https://github.com/vaticle/typedb,2016-07-11T23:59:57Z,2853,typedb,2021-09-07T15:07:54Z,Java,3612,71,"[{""createdAt"":""2016-09-15T10:29:10Z""},{""createdAt"":""2016-10-01T15:26:32Z""},{""createdAt"":""2016-10-15T00:24:06Z""},{""createdAt"":""2016-10-21T20:21:42Z""},{""createdAt"":""2016-10-29T02:14:41Z""},{""createdAt"":""2016-11-11T23:57:25Z""},{""createdAt"":""2016-11-14T14:37:40Z""},{""createdAt"":""2016-11-26T00:25:10Z""},{""createdAt"":""2016-12-10T18:47:58Z""},{""createdAt"":""2016-12-21T23:55:44Z""},{""createdAt"":""2017-01-13T02:26:52Z""},{""createdAt"":""2017-02-13T19:36:28Z""},{""createdAt"":""2017-04-08T03:18:36Z""},{""createdAt"":""2017-04-19T19:20:19Z""},{""createdAt"":""2017-06-02T16:56:40Z""},{""createdAt"":""2017-06-30T16:27:21Z""},{""createdAt"":""2017-07-21T09:58:08Z""},{""createdAt"":""2017-08-23T06:33:10Z""},{""createdAt"":""2017-11-02T14:46:32Z""},{""createdAt"":""2017-11-10T15:26:07Z""},{""createdAt"":""2017-11-27T17:44:23Z""},{""createdAt"":""2017-12-14T19:20:29Z""},{""createdAt"":""2018-02-16T10:34:41Z""},{""createdAt"":""2018-03-29T19:23:30Z""},{""createdAt"":""2018-08-07T17:59:49Z""},{""createdAt"":""2018-09-21T17:33:09Z""},{""createdAt"":""2018-10-04T15:50:26Z""},{""createdAt"":""2018-12-30T23:49:04Z""},{""createdAt"":""2019-03-30T04:02:49Z""},{""createdAt"":""2019-04-12T15:02:52Z""},{""createdAt"":""2019-04-25T18:16:43Z""},{""createdAt"":""2019-05-09T18:20:31Z""},{""createdAt"":""2019-06-10T13:36:26Z""},{""createdAt"":""2019-06-18T16:33:14Z""},{""createdAt"":""2019-06-25T18:09:12Z""},{""createdAt"":""2019-07-05T14:32:39Z""},{""createdAt"":""2019-08-23T11:27:49Z""},{""createdAt"":""2019-09-24T16:49:25Z""},{""createdAt"":""2019-11-25T19:59:41Z""},{""createdAt"":""2019-12-12T15:18:45Z""},{""createdAt"":""2020-01-17T15:13:18Z""},{""createdAt"":""2020-04-15T12:46:49Z""},{""createdAt"":""2020-04-24T19:09:40Z""},{""createdAt"":""2020-06-02T18:33:20Z""},{""createdAt"":""2020-06-17T20:11:23Z""},{""createdAt"":""2020-08-07T13:24:26Z""},{""createdAt"":""2020-08-20T11:43:46Z""},{""createdAt"":""2020-08-28T12:35:00Z""},{""createdAt"":""2020-09-16T16:12:49Z""},{""createdAt"":""2020-11-10T14:32:40Z""},{""createdAt"":""2021-01-13T15:36:06Z""},{""createdAt"":""2021-01-21T22:57:19Z""},{""createdAt"":""2021-01-24T20:36:52Z""},{""createdAt"":""2021-01-28T21:18:55Z""},{""createdAt"":""2021-02-04T22:57:45Z""},{""createdAt"":""2021-02-08T23:42:37Z""},{""createdAt"":""2021-02-14T21:09:55Z""},{""createdAt"":""2021-02-23T21:15:00Z""},{""createdAt"":""2021-03-05T22:33:53Z""},{""createdAt"":""2021-04-01T15:46:35Z""},{""createdAt"":""2021-04-06T17:14:45Z""},{""createdAt"":""2021-04-13T21:07:09Z""},{""createdAt"":""2021-05-20T19:06:20Z""},{""createdAt"":""2021-05-25T17:33:10Z""},{""createdAt"":""2021-06-06T11:35:31Z""},{""createdAt"":""2021-06-07T17:31:19Z""},{""createdAt"":""2021-06-25T11:47:17Z""},{""createdAt"":""2021-07-26T17:52:14Z""},{""createdAt"":""2021-07-28T15:45:25Z""},{""createdAt"":""2021-08-19T10:15:59Z""},{""createdAt"":""2021-08-26T15:47:08Z""}]",220,1961
SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2013-12-14T15:25:49Z,2851,AndroidResideMenu,2021-08-31T07:40:52Z,Java,8,7,"[{""createdAt"":""2014-04-06T12:06:13Z""},{""createdAt"":""2014-04-14T11:22:30Z""},{""createdAt"":""2014-05-26T15:22:34Z""},{""createdAt"":""2014-05-30T09:15:01Z""},{""createdAt"":""2014-08-17T10:06:14Z""},{""createdAt"":""2014-12-03T16:34:08Z""},{""createdAt"":""2015-01-07T09:39:51Z""}]",95,49
openaphid/android-flip,https://github.com/openaphid/android-flip,2012-05-22T07:48:41Z,2851,android-flip,2021-09-06T20:07:58Z,Java,4,0,[],81,54
alibaba/QLExpress,https://github.com/alibaba/QLExpress,2017-03-15T08:39:54Z,2850,QLExpress,2021-09-07T16:43:20Z,Java,2,0,[],15,111nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
nanchen2251/RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples,2017-06-19T05:38:45Z,2849,RxJava2Examples,2021-09-06T08:37:12Z,Java,0,0,[],5,4
obsidiandynamics/kafdrop,https://github.com/obsidiandynamics/kafdrop,2019-05-27T08:46:56Z,2847,kafdrop,2021-09-07T20:02:06Z,Java,53,41,"[{""createdAt"":""2019-05-26T11:06:45Z""},{""createdAt"":""2019-05-31T21:09:25Z""},{""createdAt"":""2019-06-10T01:29:37Z""},{""createdAt"":""2019-06-10T04:28:08Z""},{""createdAt"":""2019-06-10T05:13:45Z""},{""createdAt"":""2019-06-10T06:38:28Z""},{""createdAt"":""2019-06-10T11:10:19Z""},{""createdAt"":""2019-06-11T10:53:59Z""},{""createdAt"":""2019-06-15T12:46:34Z""},{""createdAt"":""2019-06-16T10:19:43Z""},{""createdAt"":""2019-06-19T11:47:10Z""},{""createdAt"":""2019-06-29T09:51:49Z""},{""createdAt"":""2019-06-29T12:51:36Z""},{""createdAt"":""2019-06-30T12:54:13Z""},{""createdAt"":""2019-08-31T09:26:30Z""},{""createdAt"":""2019-09-24T20:00:00Z""},{""createdAt"":""2019-09-26T09:16:09Z""},{""createdAt"":""2019-09-27T11:27:25Z""},{""createdAt"":""2019-09-30T10:34:46Z""},{""createdAt"":""2019-09-30T21:15:25Z""},{""createdAt"":""2019-10-02T09:49:21Z""},{""createdAt"":""2019-10-02T10:58:18Z""},{""createdAt"":""2019-10-09T11:41:31Z""},{""createdAt"":""2019-10-09T19:44:49Z""},{""createdAt"":""2019-10-10T10:54:43Z""},{""createdAt"":""2019-10-30T10:11:51Z""},{""createdAt"":""2019-11-12T07:34:15Z""},{""createdAt"":""2019-11-19T18:55:06Z""},{""createdAt"":""2019-11-26T07:42:52Z""},{""createdAt"":""2019-12-02T08:33:55Z""},{""createdAt"":""2019-12-05T17:31:16Z""},{""createdAt"":""2019-12-19T07:54:51Z""},{""createdAt"":""2020-01-15T07:30:33Z""},{""createdAt"":""2020-01-23T06:25:32Z""},{""createdAt"":""2020-01-30T07:37:12Z""},{""createdAt"":""2020-02-04T07:32:29Z""},{""createdAt"":""2020-03-14T21:47:06Z""},{""createdAt"":""2020-04-29T08:30:29Z""},{""createdAt"":""2020-05-06T22:15:14Z""},{""createdAt"":""2020-05-06T22:26:23Z""},{""createdAt"":""2020-06-21T23:14:52Z""}]",95,103
jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,2015-10-22T05:22:53Z,2847,FastDev4Android,2021-08-28T08:22:03Z,Java,0,4,"[{""createdAt"":""2015-10-26T13:46:32Z""},{""createdAt"":""2015-10-27T12:26:23Z""},{""createdAt"":""2015-11-05T06:00:20Z""},{""createdAt"":""2015-11-21T02:27:27Z""}]",8,2
CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,2014-07-12T03:16:12Z,2840,WebCollector,2021-09-07T09:02:46Z,Java,2,0,[],46,57
bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2015-02-11T02:48:05Z,2836,AndroidTreeView,2021-09-06T08:24:23Z,Java,5,0,[],108,60
jprante/elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,2012-06-02T23:17:56Z,2835,elasticsearch-jdbc,2021-09-07T08:44:28Z,Java,65,19,"[{""createdAt"":""2014-01-20T21:53:56Z""},{""createdAt"":""2014-02-03T21:42:26Z""},{""createdAt"":""2014-05-10T22:51:54Z""},{""createdAt"":""2014-05-19T07:52:49Z""},{""createdAt"":""2014-05-23T12:04:55Z""},{""createdAt"":""2014-05-28T20:04:31Z""},{""createdAt"":""2014-07-19T21:37:58Z""},{""createdAt"":""2014-07-24T14:51:54Z""},{""createdAt"":""2014-08-02T11:28:06Z""},{""createdAt"":""2014-08-04T20:48:03Z""},{""createdAt"":""2014-08-05T21:40:33Z""},{""createdAt"":""2014-10-19T09:10:41Z""},{""createdAt"":""2014-10-19T09:06:44Z""},{""createdAt"":""2014-12-20T09:45:39Z""},{""createdAt"":""2014-12-20T11:31:28Z""},{""createdAt"":""2014-12-20T11:52:42Z""},{""createdAt"":""2014-12-20T11:56:18Z""},{""createdAt"":""2014-12-20T12:02:06Z""},{""createdAt"":""2015-10-28T17:42:06Z""}]",402,478
osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,2011-01-15T19:59:44Z,2835,OsmAnd,2021-09-07T19:23:23Z,Java,3843,1,"[{""createdAt"":""2019-10-15T09:35:43Z""}]",2015,5967
yanzhenjie/AndServer,https://github.com/yanzhenjie/AndServer,2016-06-14T00:52:52Z,2831,AndServer,2021-09-07T07:57:05Z,Java,9,0,[],62,326
apollographql/apollo-android,https://github.com/apollographql/apollo-android,2016-09-28T14:03:30Z,2830,apollo-android,2021-09-07T17:02:50Z,Java,1755,69,"[{""createdAt"":""2017-02-02T20:51:54Z""},{""createdAt"":""2017-02-20T00:40:42Z""},{""createdAt"":""2017-03-29T20:38:47Z""},{""createdAt"":""2017-04-13T23:15:54Z""},{""createdAt"":""2017-06-12T17:04:02Z""},{""createdAt"":""2017-06-16T00:07:11Z""},{""createdAt"":""2017-07-07T18:45:47Z""},{""createdAt"":""2017-07-27T00:41:02Z""},{""createdAt"":""2017-08-30T01:57:02Z""},{""createdAt"":""2017-10-19T19:21:21Z""},{""createdAt"":""2017-12-05T21:56:37Z""},{""createdAt"":""2018-01-31T22:58:56Z""},{""createdAt"":""2018-04-17T14:31:32Z""},{""createdAt"":""2018-07-04T03:50:53Z""},{""createdAt"":""2018-08-13T02:37:23Z""},{""createdAt"":""2018-11-13T21:15:50Z""},{""createdAt"":""2019-01-05T15:35:52Z""},{""createdAt"":""2019-01-28T16:39:34Z""},{""createdAt"":""2019-05-14T03:41:16Z""},{""createdAt"":""2019-07-01T03:26:13Z""},{""createdAt"":""2019-07-26T17:32:18Z""},{""createdAt"":""2019-08-22T22:55:58Z""},{""createdAt"":""2019-08-27T17:25:22Z""},{""createdAt"":""2019-09-02T19:48:32Z""},{""createdAt"":""2019-09-03T00:44:26Z""},{""createdAt"":""2019-10-02T22:56:48Z""},{""createdAt"":""2019-11-01T21:58:09Z""},{""createdAt"":""2019-12-03T00:56:42Z""},{""createdAt"":""2020-01-14T03:28:22Z""},{""createdAt"":""2020-01-24T15:25:31Z""},{""createdAt"":""2020-02-12T05:10:42Z""},{""createdAt"":""2020-02-14T09:13:12Z""},{""createdAt"":""2020-03-07T12:49:02Z""},{""createdAt"":""2020-03-23T19:22:06Z""},{""createdAt"":""2020-03-23T20:36:03Z""},{""createdAt"":""2020-03-30T20:45:47Z""},{""createdAt"":""2020-03-31T07:43:57Z""},{""createdAt"":""2020-04-06T19:06:20Z""},{""createdAt"":""2020-04-18T08:14:11Z""},{""createdAt"":""2020-04-21T20:07:11Z""},{""createdAt"":""2020-04-29T21:41:08Z""},{""createdAt"":""2020-05-05T19:19:05Z""},{""createdAt"":""2020-05-06T21:51:29Z""},{""createdAt"":""2020-05-21T21:55:13Z""},{""createdAt"":""2020-06-11T09:10:54Z""},{""createdAt"":""2020-06-22T08:25:40Z""},{""createdAt"":""2020-07-02T08:41:36Z""},{""createdAt"":""2020-07-24T12:28:46Z""},{""createdAt"":""2020-08-13T12:46:09Z""},{""createdAt"":""2020-08-24T08:27:57Z""},{""createdAt"":""2020-09-22T11:22:45Z""},{""createdAt"":""2020-10-05T12:53:52Z""},{""createdAt"":""2020-11-02T12:12:55Z""},{""createdAt"":""2020-11-09T11:10:27Z""},{""createdAt"":""2020-11-11T09:19:36Z""},{""createdAt"":""2020-11-18T10:03:17Z""},{""createdAt"":""2020-11-30T10:15:14Z""},{""createdAt"":""2021-01-08T13:14:09Z""},{""createdAt"":""2021-02-01T09:24:57Z""},{""createdAt"":""2021-02-24T09:47:01Z""},{""createdAt"":""2021-03-22T09:22:13Z""},{""createdAt"":""2021-04-12T09:46:54Z""},{""createdAt"":""2021-05-20T11:59:26Z""},{""createdAt"":""2021-06-02T09:40:54Z""},{""createdAt"":""2021-06-14T08:33:39Z""},{""createdAt"":""2021-07-12T13:38:18Z""},{""createdAt"":""2021-07-19T09:46:19Z""},{""createdAt"":""2021-07-23T15:46:33Z""},{""createdAt"":""2021-09-07T10:27:43Z""}]",116,1343
w446108264/XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,2015-03-06T02:39:34Z,2830,XhsEmoticonsKeyboard,2021-09-07T09:10:13Z,Java,0,7,"[{""createdAt"":""2016-03-24T08:28:27Z""},{""createdAt"":""2016-04-15T15:03:09Z""},{""createdAt"":""2016-04-16T08:01:33Z""},{""createdAt"":""2016-06-01T10:25:04Z""},{""createdAt"":""2016-06-02T09:38:02Z""},{""createdAt"":""2016-06-15T06:36:58Z""},{""createdAt"":""2016-06-15T06:46:49Z""}]",36,41
JulienGenoud/android-percent-support-lib-sample,https://github.com/JulienGenoud/android-percent-support-lib-sample,2015-06-26T12:44:38Z,2827,android-percent-support-lib-sample,2021-08-13T09:04:38Z,Java,1,2,"[{""createdAt"":""2015-06-28T13:01:50Z""},{""createdAt"":""2015-06-28T20:51:25Z""}]",1,13
jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,2014-05-10T17:20:56Z,2823,jpexs-decompiler,2021-09-06T00:29:58Z,Java,90,114,"[{""createdAt"":""2014-01-30T18:57:58Z""},{""createdAt"":""2013-12-27T17:23:08Z""},{""createdAt"":""2013-12-27T11:35:06Z""},{""createdAt"":""2013-12-05T21:07:31Z""},{""createdAt"":""2013-11-10T19:42:39Z""},{""createdAt"":""2013-09-29T04:40:17Z""},{""createdAt"":""2013-09-28T07:31:47Z""},{""createdAt"":""2013-09-27T16:07:10Z""},{""createdAt"":""2013-09-13T16:16:24Z""},{""createdAt"":""2013-09-11T20:28:12Z""},{""createdAt"":""2013-09-11T17:51:46Z""},{""createdAt"":""2013-08-25T16:49:37Z""},{""createdAt"":""2013-08-11T20:49:16Z""},{""createdAt"":""2013-08-03T15:38:18Z""},{""createdAt"":""2013-07-20T07:32:49Z""},{""createdAt"":""2013-07-16T16:07:16Z""},{""createdAt"":""2013-07-16T13:37:42Z""},{""createdAt"":""2013-07-16T04:29:02Z""},{""createdAt"":""2013-07-09T17:41:38Z""},{""createdAt"":""2013-07-08T20:46:22Z""},{""createdAt"":""2013-06-30T10:55:38Z""},{""createdAt"":""2013-06-30T04:45:38Z""},{""createdAt"":""2013-06-21T18:26:30Z""},{""createdAt"":""2013-06-21T07:15:33Z""},{""createdAt"":""2013-06-20T18:55:46Z""},{""createdAt"":""2013-06-09T18:16:39Z""},{""createdAt"":""2013-06-03T18:01:26Z""},{""createdAt"":""2013-05-25T18:22:40Z""},{""createdAt"":""2013-05-20T17:50:43Z""},{""createdAt"":""2013-05-05T17:04:50Z""},{""createdAt"":""2013-05-04T14:04:54Z""},{""createdAt"":""2013-05-01T13:33:51Z""},{""createdAt"":""2013-04-21T12:29:39Z""},{""createdAt"":""2013-04-20T17:28:35Z""},{""createdAt"":""2013-04-10T17:46:42Z""},{""createdAt"":""2013-04-07T06:51:23Z""},{""createdAt"":""2013-04-04T20:25:09Z""},{""createdAt"":""2013-03-25T20:43:20Z""},{""createdAt"":""2013-03-24T11:08:06Z""},{""createdAt"":""2013-03-10T19:50:58Z""},{""createdAt"":""2013-03-04T19:00:13Z""},{""createdAt"":""2013-03-03T21:09:14Z""},{""createdAt"":""2013-02-23T07:02:14Z""},{""createdAt"":""2013-02-17T17:56:16Z""},{""createdAt"":""2013-01-19T16:57:18Z""},{""createdAt"":""2013-01-19T12:14:48Z""},{""createdAt"":""2013-01-02T17:59:52Z""},{""createdAt"":""2012-12-26T20:08:45Z""},{""createdAt"":""2012-12-24T10:09:04Z""},{""createdAt"":""2011-07-30T15:00:28Z""},{""createdAt"":""2011-07-13T09:16:57Z""},{""createdAt"":""2011-07-02T16:37:21Z""},{""createdAt"":""2010-09-19T12:08:28Z""},{""createdAt"":""2010-09-04T11:57:22Z""},{""createdAt"":""2014-11-22T05:26:47Z""},{""createdAt"":""2014-11-23T12:21:57Z""},{""createdAt"":""2014-11-23T18:44:05Z""},{""createdAt"":""2014-11-30T23:13:48Z""},{""createdAt"":""2015-02-18T19:22:21Z""},{""createdAt"":""2015-02-21T18:39:25Z""},{""createdAt"":""2015-04-18T04:58:02Z""},{""createdAt"":""2015-04-18T16:30:21Z""},{""createdAt"":""2015-04-18T19:35:42Z""},{""createdAt"":""2015-05-04T08:49:42Z""},{""createdAt"":""2015-05-21T19:29:53Z""},{""createdAt"":""2015-05-25T04:19:32Z""},{""createdAt"":""2015-07-04T14:59:42Z""},{""createdAt"":""2015-07-06T17:47:27Z""},{""createdAt"":""2015-09-12T04:42:49Z""},{""createdAt"":""2015-10-25T09:08:28Z""},{""createdAt"":""2015-10-30T11:48:02Z""},{""createdAt"":""2015-11-18T05:47:48Z""},{""createdAt"":""2015-11-18T09:14:17Z""},{""createdAt"":""2015-11-23T08:06:00Z""},{""createdAt"":""2015-11-23T15:07:52Z""},{""createdAt"":""2015-12-03T19:17:59Z""},{""createdAt"":""2016-02-18T14:04:13Z""},{""createdAt"":""2016-02-20T00:01:07Z""},{""createdAt"":""2016-08-12T19:35:26Z""},{""createdAt"":""2016-12-24T12:59:00Z""},{""createdAt"":""2018-01-17T21:29:33Z""},{""createdAt"":""2018-05-24T13:12:28Z""},{""createdAt"":""2018-09-08T13:32:29Z""},{""createdAt"":""2020-04-25T15:35:25Z""},{""createdAt"":""2021-01-12T17:08:40Z""},{""createdAt"":""2021-01-14T10:02:51Z""},{""createdAt"":""2021-02-08T21:00:32Z""},{""createdAt"":""2021-02-09T21:21:34Z""},{""createdAt"":""2021-02-10T21:31:36Z""},{""createdAt"":""2021-02-12T11:24:09Z""},{""createdAt"":""2021-02-24T19:00:43Z""},{""createdAt"":""2021-02-26T21:48:49Z""},{""createdAt"":""2021-03-05T20:24:32Z""},{""createdAt"":""2021-03-12T21:14:18Z""},{""createdAt"":""2021-03-13T20:09:46Z""},{""createdAt"":""2021-03-24T19:39:09Z""},{""createdAt"":""2021-03-25T17:45:45Z""},{""createdAt"":""2021-04-05T14:59:07Z""},{""createdAt"":""2021-06-04T15:40:30Z""}]",0,0
sunfusheng/StickyHeaderListView,https://github.com/sunfusheng/StickyHeaderListView,2016-04-22T11:39:25Z,2819,StickyHeaderListView,2021-09-06T08:38:16Z,Java,0,0,[],8,16
AweiLoveAndroid/CommonDevKnowledge,https://github.com/AweiLoveAndroid/CommonDevKnowledge,2017-12-15T03:00:08Z,2817,CommonDevKnowledge,2021-09-06T15:25:30Z,Java,0,0,[],3,2
alibaba/Alink,https://github.com/alibaba/Alink,2018-09-30T06:36:11Z,2817,Alink,2021-09-07T12:47:31Z,Java,2,10,"[{""createdAt"":""2019-11-27T11:52:38Z""},{""createdAt"":""2019-12-02T12:57:14Z""},{""createdAt"":""2020-02-28T10:17:19Z""},{""createdAt"":""2020-04-09T14:28:12Z""},{""createdAt"":""2020-06-08T15:06:47Z""},{""createdAt"":""2020-07-31T07:59:54Z""},{""createdAt"":""2020-11-30T03:46:26Z""},{""createdAt"":""2021-01-07T10:30:30Z""},{""createdAt"":""2021-02-23T12:48:28Z""},{""createdAt"":""2021-06-11T17:26:20Z""}]",17,139
szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,2016-03-20T19:16:17Z,2809,jwt-spring-security-demo,2021-09-07T10:10:56Z,Java,12,3,"[{""createdAt"":""2017-02-20T12:07:45Z""},{""createdAt"":""2017-07-04T21:29:13Z""},{""createdAt"":""2018-01-24T12:46:51Z""}]",4,91
square/flow,https://github.com/square/flow,2013-09-12T22:20:16Z,2803,flow,2021-09-03T10:06:34Z,Java,118,0,[],33,102
mzule/ActivityRouter,https://github.com/mzule/ActivityRouter,2016-04-08T02:27:14Z,2803,ActivityRouter,2021-08-31T07:49:19Z,Java,6,3,"[{""createdAt"":""2016-04-09T15:53:05Z""},{""createdAt"":""2016-06-02T00:53:23Z""},{""createdAt"":""2016-08-10T02:44:23Z""}]",29,51
jiajunhui/PlayerBase,https://github.com/jiajunhui/PlayerBase,2017-03-28T10:19:51Z,2798,PlayerBase,2021-09-07T07:36:06Z,Java,5,18,"[{""createdAt"":""2017-12-08T10:40:30Z""},{""createdAt"":""2017-12-10T07:13:48Z""},{""createdAt"":""2018-05-22T23:34:43Z""},{""createdAt"":""2018-05-27T01:02:04Z""},{""createdAt"":""2018-06-03T23:48:56Z""},{""createdAt"":""2018-06-18T02:35:14Z""},{""createdAt"":""2018-07-01T12:21:05Z""},{""createdAt"":""2018-08-13T09:06:48Z""},{""createdAt"":""2018-11-16T02:39:31Z""},{""createdAt"":""2018-12-13T05:16:00Z""},{""createdAt"":""2019-03-22T01:26:24Z""},{""createdAt"":""2020-03-13T03:56:01Z""},{""createdAt"":""2020-08-04T03:01:20Z""},{""createdAt"":""2020-08-21T10:14:59Z""},{""createdAt"":""2020-09-06T12:32:05Z""},{""createdAt"":""2020-09-18T09:51:21Z""},{""createdAt"":""2020-12-05T12:08:27Z""},{""createdAt"":""2021-01-20T14:55:23Z""}]",10,123
VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,2013-04-08T22:12:57Z,2793,IDDD_Samples,2021-09-07T02:33:47Z,Java,5,0,[],21,5
